-3.910423636146578286e-01,-4.946107040925716847e-01,-5.356033856039067453e-01,-2.750456656690116741e-01,-5.188971223721735582e-01,-2.894057223143944868e-01,-8.521207654489844074e-01,7.443054845067965664e-01,-5.264856046702308667e-01,-7.177726855594289690e-01,5.393247146101332046e-01,4.376444658912154728e-01,4.198147473301062221e-02
-4.085136579683369407e-01,-4.946107040925716847e-01,2.731274614205273510e-01,-2.750456656690116741e-01,-1.000682758553848917e+00,6.805169849756752612e-03,-8.063078210700068693e-01,3.112990104286497695e-01,-5.264856046702308667e-01,-5.685911246592023627e-02,1.274383464026639656e-01,2.828013617073129038e-01,-5.188868013770668863e-01
-2.267839380000080396e-01,-4.946107040925716847e-01,-4.228262399638021418e-01,-2.750456656690116741e-01,-1.317479504404697743e-01,-2.704365518802371304e-01,1.022685881444562295e+00,-4.087137054720457047e-02,-6.410484693880477147e-01,-5.986891588759138960e-01,1.180036842932860930e+00,-1.245467227648370923e+00,1.141866016195630218e+00
-1.625600778153780679e-01,-4.946107040925716847e-01,1.274766583881982163e+00,-2.750456656690116741e-01,2.733155921854135251e+00,-8.351341640355425255e-01,1.079071043757150017e+00,-1.053859033434940029e+00,-5.264856046702308667e-01,-2.708823079504146109e-02,-1.703167734519416943e+00,-1.090963940079356043e+00,4.790216898837204029e-01
-4.174426855877862996e-01,3.150410062062193539e+00,-1.520919500143767866e+00,-2.750456656690116741e-01,-1.232972261712871109e+00,1.483443646277019801e-01,-1.134046577011923906e+00,2.532513650805436001e+00,-8.701741988236815217e-01,-5.629641008708593519e-01,-5.132737819200636764e-01,4.376444658912154728e-01,-9.806926287196501280e-01
-4.101002157792221214e-01,-4.946107040925716847e-01,-1.201878890767156038e+00,-2.750456656690116741e-01,-9.318562390993238020e-01,2.245167281080345578e+00,-1.091757705277483170e+00,-1.663214012502348960e-01,-8.701741988236815217e-01,-7.832686252353623368e-01,-1.929177177586998693e-01,3.994717328188121530e-01,-1.301188786496837224e+00
1.491464450312676715e-01,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,1.373832162627265152e+00,3.555460724469616252e-01,6.561823264127409905e-01,-6.685956360453613190e-01,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,-3.481347281405548610e+00,8.199130577012739840e-01
-4.044185427130712052e-01,-4.946107040925716847e-01,4.348736308254141369e-01,-2.750456656690116741e-01,-1.000682758553848917e+00,5.787986167874302756e-01,-1.296153918660613913e+00,1.002459459252828644e+00,-6.410484693880477147e-01,-7.058643328910775283e-01,-1.108220758219740310e+00,4.376444658912154728e-01,-9.078525928611984597e-01
-4.092787979239261298e-01,4.059238381338998169e-01,-7.938036927273041110e-01,-2.750456656690116741e-01,-9.834761286902176103e-01,-4.645057570912333178e-01,-7.816393125582495882e-01,1.407493326333701500e+00,-6.410484693880477147e-01,-9.797564442631622184e-01,-7.420995420353238003e-01,4.224659904262245691e-01,1.381303220661667941e-01
-3.930360381468266384e-01,-4.946107040925716847e-01,-1.928202192504311074e-01,-2.750456656690116741e-01,2.726078513548643167e-01,-3.711190718769192820e-01,4.165453865842426717e-01,-6.390110483058710766e-01,-4.119227399524140187e-01,-9.853834680515051458e-02,3.562641065179241173e-01,4.376444658912154728e-01,2.663287851770417825e-01
-4.114951892506795716e-01,-4.946107040925716847e-01,-1.029745352684891424e+00,-2.750456656690116741e-01,-3.726407685313076756e-01,-3.813332405722357210e-01,-7.287782228901984460e-01,-1.380169158648573424e-01,-5.264856046702308667e-01,-6.641850985518472639e-01,-8.336298460814275391e-01,3.960735666699340407e-01,-3.484411174682900403e-01
-3.888726709706398221e-01,-4.946107040925716847e-01,1.617549750235458328e+00,-2.750456656690116741e-01,6.081371336956742368e-01,-8.584808353391211178e-01,9.909692276437315206e-01,-9.755831450408722905e-01,-6.410484693880477147e-01,1.753537645669341893e-01,1.271567146978964669e+00,3.833870797141203934e-01,6.829737902873852518e-01
-2.733916181742667151e-01,-4.946107040925716847e-01,1.274766583881982163e+00,-2.750456656690116741e-01,4.446741499911771034e-01,9.654778602529486831e-01,1.040306244667246194e+00,-9.333871785534585408e-01,-5.264856046702308667e-01,-2.708823079504146109e-02,-1.703167734519416943e+00,5.852239588132304021e-02,-1.152595113345595834e+00
2.029576963680055079e-01,-4.946107040925716847e-01,1.055147931845989540e+00,3.635759893062247894e+00,1.864221113740756719e+00,-2.252023762295542464e-01,5.469360744321022372e-01,-5.325729081213271821e-01,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,4.209934517617105465e-01,-1.488594192161324381e-01
2.549857472541722014e+00,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,1.201765863990952532e+00,-1.360434268366057742e+00,9.909692276437315206e-01,-1.016119719587769810e+00,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,4.376444658912154728e-01,1.058828375316995363e+00
-3.273453603634537967e-01,-4.946107040925716847e-01,-4.228262399638021418e-01,-2.750456656690116741e-01,-1.317479504404697743e-01,3.117710637527515427e-01,9.345840653311437984e-01,2.885890464427268709e-01,-6.410484693880477147e-01,-5.986891588759138960e-01,1.180036842932860930e+00,3.361525702447072383e-01,4.343827545017988484e-02
-4.008215467403172805e-01,-4.946107040925716847e-01,-6.053471467234451397e-01,-2.750456656690116741e-01,-9.060462943038768424e-01,-1.026323518857663875e-01,-2.163075789216652556e+00,8.889096393232152060e-01,-7.556113341058645627e-01,-1.039298207604919755e+00,-2.386828697817525435e-01,4.100060478803359554e-01,-7.374069089524215581e-01
-4.008933908676026725e-01,-4.946107040925716847e-01,-2.662232041238211250e-02,-2.750456656690116741e-01,-1.207162316917424150e+00,-4.674240910041803088e-01,-1.775427798317610995e+00,6.833346834923987867e-01,-6.410484693880477147e-01,-6.105975115442654477e-01,3.562641065179241173e-01,2.115531447858240433e-01,-3.819475339631775990e-01
1.591208047027191375e-01,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,2.554012214912330658e-01,-5.491374405667051040e-01,-5.173338642179939884e-01,-3.288944002225295260e-01,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,3.393241919836609277e-01,-1.532298213676397125e-01
1.634003198846839533e-01,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,5.221039843775179268e-01,2.957202272315411773e-01,9.063914841748494933e-01,-7.304672498274682457e-01,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,4.298286837487946821e-01,9.000370971455708968e-01
-3.252594858679354051e-01,-4.946107040925716847e-01,-1.616581132182968172e-01,-2.750456656690116741e-01,-8.012806084957593833e-02,-2.324982110119223622e-01,-5.314301547961410854e-01,-5.716397355209104081e-01,-6.410484693880477147e-01,-6.165516878784411681e-01,-9.857109666492421332e-03,4.376444658912154728e-01,-9.500998136591003451e-01
-3.935880405248025626e-01,-4.946107040925716847e-01,-6.053471467234451397e-01,-2.750456656690116741e-01,-9.060462943038768424e-01,-9.912650283782227234e-01,-2.072154714987607671e-01,1.062813914689320738e+00,-7.556113341058645627e-01,-1.039298207604919755e+00,-2.386828697817525435e-01,4.376444658912154728e-01,5.387505192876507198e-01
1.308941758026481716e+00,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,3.758476305366519887e-01,8.326936672138469664e-01,1.131932133425201270e+00,-1.128626493154773369e+00,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,-2.026479080865643212e+00,1.060285176034164722e+00
1.011123902386218409e+00,-4.946107040925716847e-01,1.055147931845989540e+00,-2.750456656690116741e-01,9.092531563092216551e-01,-9.825100266393818060e-01,1.131932133425201270e+00,-1.214108883690511842e+00,1.650208824968289578e+00,1.538860145093182030e+00,8.139156267484443097e-01,-2.964726944715317947e-01,-5.416737260014528599e-02
-4.178569867217986067e-01,3.364823048306591513e+00,-1.330979044328854943e+00,-2.750456656690116741e-01,-1.232972261712871109e+00,6.517569646111128767e-01,-1.119950286433776920e+00,3.925881357657802440e+00,-5.264856046702308667e-01,-1.313190318977004445e+00,-6.505692379892201727e-01,2.967338429177148740e-01,-1.165706319800117186e+00
