0.000000000000000000e+00,3.333333333333333148e-01
1.000000000000000000e+00,8.333333333333332593e-01
2.000000000000000000e+00,1.333333333333333259e+00
3.000000000000000000e+00,1.833333333333333259e+00
4.000000000000000000e+00,2.333333333333333481e+00
5.000000000000000000e+00,2.833333333333333481e+00
6.000000000000000000e+00,3.333333333333333481e+00
7.000000000000000000e+00,3.833333333333333481e+00
8.000000000000000000e+00,4.333333333333333037e+00
9.000000000000000000e+00,4.833333333333333037e+00
1.000000000000000000e+01,5.333333333333333037e+00
1.100000000000000000e+01,5.833333333333333037e+00
1.200000000000000000e+01,6.333333333333333037e+00
1.300000000000000000e+01,6.833333333333333037e+00
1.400000000000000000e+01,7.333333333333333037e+00
1.500000000000000000e+01,7.833333333333333037e+00
1.600000000000000000e+01,8.333333333333333925e+00
1.700000000000000000e+01,8.833333333333333925e+00
1.800000000000000000e+01,9.333333333333333925e+00
1.900000000000000000e+01,9.833333333333333925e+00
2.000000000000000000e+01,1.033333333333333393e+01
2.100000000000000000e+01,1.083333333333333393e+01
2.200000000000000000e+01,1.133333333333333393e+01
2.300000000000000000e+01,1.183333333333333393e+01
2.400000000000000000e+01,1.233333333333333393e+01
2.500000000000000000e+01,1.283333333333333393e+01
2.600000000000000000e+01,1.333333333333333393e+01
2.700000000000000000e+01,1.383333333333333393e+01
2.800000000000000000e+01,1.433333333333333393e+01
2.900000000000000000e+01,1.483333333333333393e+01
3.000000000000000000e+01,1.533333333333333393e+01
3.100000000000000000e+01,1.583333333333333393e+01
3.200000000000000000e+01,1.633333333333333215e+01
3.300000000000000000e+01,1.683333333333333215e+01
3.400000000000000000e+01,1.733333333333333215e+01
3.500000000000000000e+01,1.783333333333333215e+01
3.600000000000000000e+01,1.833333333333333215e+01
3.700000000000000000e+01,1.883333333333333215e+01
3.800000000000000000e+01,1.933333333333333215e+01
3.900000000000000000e+01,1.983333333333333215e+01
4.000000000000000000e+01,2.033333333333333215e+01
4.100000000000000000e+01,2.083333333333333215e+01
4.200000000000000000e+01,2.133333333333333215e+01
4.300000000000000000e+01,2.183333333333333215e+01
4.400000000000000000e+01,2.233333333333333215e+01
4.500000000000000000e+01,2.283333333333333215e+01
4.600000000000000000e+01,2.333333333333333215e+01
4.700000000000000000e+01,2.383333333333333215e+01
4.800000000000000000e+01,2.433333333333333215e+01
